[[0.9448275862068966, 0.7014218009478673], [0.8505154639175257, 0.55], [0.6581196581196581, 0.5073891625615764]] 256
[[0.9586206896551724, 0.8056872037914692], [0.9536082474226805, 0.7357142857142858], [0.9444444444444444, 0.7783251231527094]] 784
[[0.9586206896551724, 0.8246445497630331], [0.9278350515463918, 0.7142857142857143], [0.9102564102564102, 0.7586206896551724]] 576
[[0.9620689655172414, 0.7440758293838863], [0.9226804123711341, 0.6714285714285714], [0.9017094017094017, 0.6650246305418719]] 400
[[0.9586206896551724, 0.8199052132701422], [0.9484536082474226, 0.7857142857142857], [0.9102564102564102, 0.7586206896551724]]
[[0.9655172413793104, 0.8246445497630331], [0.9484536082474226, 0.7714285714285715], [0.9188034188034188, 0.7586206896551724]]
[[0.9620689655172414, 0.8388625592417062], [0.9484536082474226, 0.7285714285714285], [0.9358974358974359, 0.7931034482758621]]
[[0.9655172413793104, 0.8293838862559242], [0.9536082474226805, 0.7714285714285715], [0.9358974358974359, 0.7635467980295566]]
[[0.9655172413793104, 0.8436018957345972], [0.9020618556701031, 0.7142857142857143], [0.8974358974358975, 0.7881773399014779]]
